Product category,Product subcategory,Product rating,Transaction number,Transaction date,Customer ID,Seller ID,Base Price,Discounts percentage,Service charge percentage,Product ID,Total amount per unit,Age,State code,Income annual,Occupation level,Income annual,Product score 1,Product score 2
C1,SC2,5,427158,06-08-2022,284053,928785,15.77,0.03,1.14,36,15.945047,,,,,,33.655,4.85
C2,SC2,2,413771,16-03-2022,702506,928785,18.3,0.15,1.09,95,18.47202,44,13,,3,573486,31.45,1.25
C1,SC1,2,535862,31-07-2022,483250,800480,19.27,1.48,1.96,11,19.362496,,,,,,32.905,-5.4
C4,SC1,2,144099,19-07-2022,624290,800480,65.7,0.95,1.8,208,66.25845,,,,,,102.55,-2.75
C4,SC1,1,207108,13-07-2022,192165,539784,41.11,0.62,1.06,218,41.290884,,,,,,63.665,-2.1
C4,SC1,1,332270,01-03-2022,981394,539784,16.2,0.91,1.44,,16.28586,,,,,,26.3,-3.55
C1,SC3,6,897220,09-03-2022,709481,255774,17.95,0.47,1.62,61,18.156425,,,,,,38.925,3.65
C4,SC1,4,728562,21-04-2022,166821,709568,72.76,0.22,1.9,207,73.982368,45,6,,2,547294,117.14,2.9
C1,SC1,2,368534,17-05-2022,401795,672428,40.79,0.89,1.31,12,40.961318,,,,,,65.185,-2.45
C3,SC3,1,218587,09-03-2022,779795,220597,49.25,3.08,2.27,192,48.851075,,,,,,75.875,-14.4
C1,SC2,2,867597,10-06-2022,477061,647438,44.78,0.4,1.87,40,45.438266,,,,,,71.17,0
C3,SC1,3,134679,30-03-2022,341269,791247,16.36,0.59,1,147,16.427076,,,,,,30.54,0.05
C2,SC2,1,654827,06-03-2022,515132,593860,18.88,1.11,1.22,105,18.900768,,,,,,30.32,-4.55
C1,SC1,4,278992,03-05-2022,175773,791247,27.96,0.63,1.4,18,28.175292,,,,,,49.94,0.85
C2,SC1,4,692994,03-07-2022,463108,194273,22.37,0.07,1.39,88,22.665284,,,,,,41.555,3.65
C1,SC1,2,917259,24-06-2022,699051,194273,22.77,0.36,1.07,22,22.931667,,,,,,38.155,0.2
C1,SC2,4,498665,28-08-2022,604698,642533,21.12,0.33,1.16,40,21.295296,,,,,,39.68,2.35
C4,SC1,5,863684,03-07-2022,390629,791247,29.2,0.37,1.36,217,29.48908,,,,,,53.8,3.15
C1,SC2,5,515244,03-06-2022,248482,435856,34,0.5,1.17,40,34.2278,38,21,,1,1055797,61,2.5
C2,SC1,2,248629,26-04-2022,250115,800480,41.16,0.1,1.48,83,41.728008,,,,,,65.74,1.5
C2,SC1,8,532796,12-05-2022,850329,569028,21.69,0.01,1.39,86,21.989322,,,,,,48.535,7.95
C2,SC1,8,713818,15-05-2022,659394,709568,35.02,0.79,2.29,82,35.5453,,,,,,68.53,4.05
C1,SC1,2,871037,26-05-2022,308686,593860,22.01,2.29,1.49,16,21.83392,46,24,,1,615504,37.015,-9.45
C2,SC1,2,898241,13-04-2022,881724,255774,15.03,0.34,1.41,86,15.190821,,,,,,26.545,0.3
C1,SC2,5,719414,24-06-2022,806132,113357,50.44,0.15,1.16,44,50.949444,,,,,,85.66,4.25
C2,SC3,6,462260,07-04-2022,385355,928785,30.22,0.75,1.77,115,30.528244,43,19,,1,715703,57.33,2.25
C2,SC3,3,501840,10-07-2022,809944,554631,39.39,0.16,1.15,130,39.779961,57,13,,1,532166,65.085,2.2
C1,SC2,5,144275,28-08-2022,694791,709568,20.21,1.56,1.12,46,20.121076,,,,,,40.315,-2.8
C1,SC3,5,231179,04-07-2022,732896,255774,22.55,0.21,1.09,56,22.74844,,,,,,43.825,3.95
C3,SC3,6,710601,12-03-2022,187396,373981,54.38,0.39,1.07,178,54.749784,,,,,,93.57,4.05
C3,SC2,3,926853,03-03-2022,642464,554631,56.96,0.05,1.47,176,57.768832,47,8,,1,744909,91.44,2.75
C3,SC2,4,996744,09-04-2022,851734,709568,28.59,1.48,1.31,170,28.541397,,,,,,50.885,-3.4
C3,SC1,1,184688,17-03-2022,346715,569028,28.14,1.03,1.27,152,28.207536,50,11,,2,585624,44.21,-4.15
C3,SC2,3,159830,02-05-2022,782189,495456,32.59,0.31,1.32,173,32.919159,58,10,,1,961894,54.885,1.45
,SC3,5,522377,06-06-2022,333730,593860,44.61,1.6,1.04,319,44.360184,63,17,,1,604675,76.915,-3
C4,SC3,1,989005,26-03-2022,949859,495456,52.14,0.72,1.1,247,52.338132,,,,,,80.21,-2.6
C2,SC1,3,866408,16-08-2022,129162,554631,31.63,0.73,2.08,73,32.057005,,,,,,53.445,-0.65
C2,SC2,3,332606,20-03-2022,903192,730238,26.84,0.67,1.02,103,26.93394,,,,,,46.26,-0.35
C2,SC1,1,321798,30-06-2022,660535,730238,17.76,0.37,1.47,82,17.95536,,,,,,28.64,-0.85
C3,SC1,4,446427,21-06-2022,732768,220597,27.7,0.58,1.1,141,27.84404,,,,,,49.55,1.1
C4,SC3,1,872347,23-03-2022,783648,113357,54.24,1.15,1.16,256,54.245424,57,11,,2,523308,83.36,-4.75
C1,SC1,4,586257,02-05-2022,830054,730238,25.26,1.42,1.08,26,25.174116,54,15,,2,592725,45.89,-3.1
C3,SC2,2,941958,03-07-2022,903192,647438,19.34,1.74,1.05,170,19.206554,,,,,,33.01,-6.7
C1,SC3,3,294505,02-06-2022,821782,928785,24.98,0.03,1.02,56,25.227302,53,9,,1,874394,43.47,2.85
C4,SC1,7,504781,13-03-2022,250115,730238,22.41,0.64,1.1,214,22.513086,,,,,,47.615,3.8
C1,SC3,9,965485,03-05-2022,479318,569028,66.67,1.06,1.19,55,66.756671,,,,,,118.005,3.7
C1,SC1,2,813754,04-05-2022,930293,800480,36.71,0.45,1.58,11,37.124823,,,,,,59.065,-0.25
C3,SC2,3,300234,08-05-2022,549630,593860,30.36,0.23,1.5,170,30.745572,,,,,,51.54,1.85
C3,SC1,4,123541,01-06-2022,298229,928785,17.37,0.84,1.1,149,17.415162,,,,,,34.055,-0.2
C1,SC2,3,314917,27-08-2022,132542,730238,29.23,1.55,1.04,40,29.080927,,,,,,49.845,-4.75
C1,SC1,5,345885,12-07-2022,393397,194273,27.98,0.96,1.92,12,28.248608,,,,,,51.97,0.2
C1,SC1,1,125735,06-07-2022,624290,220597,28.75,1.31,1.77,10,28.88225,,,,,,45.125,-5.55
C1,SC1,2,277311,11-03-2022,289082,593860,71.66,0.59,1.25,16,72.132956,43,7,,2,945859,111.49,-0.95
C1,SC1,3,269452,19-07-2022,437440,373981,15.06,1.17,1.77,25,15.15036,,,,,,28.59,-2.85
C2,SC3,1,907335,07-08-2022,930293,593860,24.63,2.02,1.14,123,24.413256,,,,,,38.945,-9.1
C3,SC2,2,326730,03-03-2022,993679,373981,34.35,0.42,1.27,170,34.641975,,,,,,55.525,-0.1
C3,SC3,3,817464,12-03-2022,491196,791247,34.66,0.98,1.3,181,34.770912,,,,,,57.99,-1.9
C2,SC2,3,807105,06-08-2022,736677,800480,37.01,0.04,1.49,110,37.546645,,,,,,61.515,2.8
C1,SC1,2,996937,31-05-2022,172157,642533,16.43,0.58,1.6,18,16.597586,,,,,,28.645,-0.9
C1,SC1,2,999230,22-03-2022,445218,791247,16.03,0.08,1.95,19,16.329761,51,16,,2,888715,28.045,1.6
C2,SC2,4,807528,26-03-2022,340707,928785,33.59,0.31,1.54,105,34.003157,,,,,,58.385,2.45
C3,SC1,3,133549,03-08-2022,840267,113357,83.09,1.43,1.58,148,83.214635,,,,,,130.635,-4.15
C3,SC1,4,353905,11-03-2022,821782,672428,22.52,0.6,1.54,144,22.731688,53,9,,1,874394,41.78,1
C1,SC1,4,857766,15-06-2022,949073,647438,38.9,0.34,1.38,10,39.30456,40,16,,2,928008,66.35,2.3
C1,SC1,1,615993,30-04-2022,783648,495456,46.8,0.43,1.19,16,47.15568,57,11,,2,523308,72.2,-1.15
C2,SC2,3,779177,27-08-2022,172693,672428,18.86,0.28,1.96,103,19.176848,,,,,,34.29,1.6
C1,SC2,1,406844,03-07-2022,570215,113357,58.77,0.47,1.46,45,59.351823,,,,,,90.155,-1.35
C4,SC3,4,947463,21-04-2022,445218,928785,50.29,1.14,1.14,247,50.29,51,16,,2,888715,83.435,-1.7
C1,SC2,4,226318,03-07-2022,123632,220597,24.95,0.48,1.3,40,25.15459,,,,,,45.425,1.6
C1,SC2,4,509496,14-03-2022,290977,730238,30.6,0.2,1.3,44,30.9366,40,25,,2,800374,53.9,3
C1,SC1,3,549792,08-05-2022,376702,791247,57.65,0.04,1.2,25,58.31874,,,,,,92.475,2.8
C3,SC1,2,281648,19-07-2022,949073,647438,56.56,0.5,1.23,144,56.972888,40,16,,2,928008,88.84,-0.5
C5,SC1,6,958288,15-06-2022,814364,730238,25.73,0.73,1.38,269,25.897245,,,,,,50.595,2.35
C2,SC1,5,799782,22-05-2022,781294,373981,36.75,0.75,1.14,82,36.893325,58,17,,1,541129,65.125,1.25
C2,SC2,2,101226,08-07-2022,308081,647438,25,0.92,1.86,97,25.235,,,,,,41.5,-2.6
C1,SC2,5,927926,14-08-2022,202322,702163,28.8,0.08,1.06,36,29.08224,,,,,,53.2,4.6
C1,SC1,2,403196,31-03-2022,672320,791247,42.41,0.17,1.92,25,43.152175,,,,,,67.615,1.15
C2,SC1,5,543794,18-08-2022,367793,702163,42.46,2.41,1.08,82,41.895282,,,,,,73.69,-7.05
C3,SC1,4,304934,05-05-2022,259578,435856,60.59,0.73,1.31,152,60.941422,,,,,,98.885,0.35
C3,SC3,1,127393,05-05-2022,132542,194273,18.81,1.35,1.12,189,18.766737,,,,,,30.215,-5.75
C3,SC3,1,126140,25-03-2022,192165,709568,56.74,0.09,1.81,190,57.715928,,,,,,87.11,0.55
C2,SC2,1,214305,15-06-2022,199599,647438,38.36,2.28,1.05,99,37.888172,,,,,,59.54,-10.4
C5,SC2,6,496587,31-05-2022,598533,539784,67.04,0.57,1.15,290,67.428832,,,,,,112.56,3.15
C3,SC2,5,758801,01-06-2022,913872,642533,29.39,0.31,1.17,167,29.642754,,,,,,54.085,3.45
C3,SC2,4,643197,29-06-2022,228472,791247,19.73,0.1,1.02,166,19.911516,,,,,,37.595,3.5
C3,SC1,7,588692,15-08-2022,114325,672428,53.12,1.28,1.27,147,53.114688,,,,,,93.68,0.6
C5,SC3,7,296342,15-08-2022,973091,800480,19.4,1.21,1.17,310,19.39224,,,,,,43.1,0.95
C2,SC1,5,770163,20-08-2022,321097,495456,27.71,1.27,1.29,86,27.715542,,,,,,51.565,-1.35
C2,SC2,8,982210,06-05-2022,166670,730238,19.79,0.67,1.73,111,19.999774,,,,,,45.685,4.65
C2,SC1,4,522194,05-08-2022,820388,593860,24.4,0.51,1.09,81,24.54152,,,,,,44.6,1.45
C1,SC1,9,709186,23-04-2022,952419,194273,54.02,0.17,1.11,14,54.527788,,,,,,99.03,8.15
C4,SC1,2,380529,15-04-2022,826189,220597,45.37,0.77,1.09,218,45.515184,,,,,,72.055,-1.85
C1,SC3,6,853647,15-07-2022,313453,709568,42.89,2.44,1.66,55,42.555458,,,,,,76.335,-6.2
C2,SC1,1,610849,09-08-2022,497258,220597,22.37,1.05,1.47,73,22.463954,,,,,,35.555,-4.25
C3,SC1,5,484775,15-06-2022,346287,928785,83.2,0.21,1.5,150,84.27328,,,,,,134.8,3.95
C4,SC2,3,609167,03-07-2022,911425,554631,54.19,1.77,2.01,222,54.320056,34,9,,3,724552,87.285,-5.85
C1,SC1,3,998931,18-08-2022,985150,647438,27.7,0.71,1.62,14,27.95207,,,,,,47.55,-0.55
C1,SC3,2,609884,30-03-2022,391386,702163,34.73,0.91,1.12,58,34.802933,,,,,,56.095,-2.55
C1,SC2,2,969707,14-04-2022,672320,569028,50.1,0.05,1.13,40,50.64108,,,,,,79.15,1.75
C3,SC2,5,303268,25-03-2022,924085,800480,33.94,0.82,1.17,164,34.05879,,,,,,60.91,0.9
C5,SC2,2,428654,18-03-2022,110017,928785,40.56,0.33,1.69,296,41.111616,48,9,,3,584068,64.84,0.35
C2,SC2,5,807928,11-05-2022,391976,435856,25.67,0.15,1.32,95,25.970339,,,,,,48.505,4.25
C3,SC1,3,613309,27-08-2022,691274,495456,35.21,0.81,1.2,144,35.347319,53,19,,2,896198,58.815,-1.05
C1,SC1,3,710016,13-08-2022,354789,554631,17.4,3.39,1.04,19,16.9911,,,,,,32.1,-13.95
C1,SC3,2,823198,01-04-2022,820154,194273,25.58,0.21,1.02,61,25.787198,,,,,,42.37,0.95
C3,SC2,6,136307,23-05-2022,630462,800480,21.97,0.28,1.87,170,22.319323,,,,,,44.955,4.6
C2,,3,799527,05-05-2022,746950,672428,75.16,0.18,1.28,88,75.98676,,,,,,118.74,2.1
C2,SC2,2,576705,02-08-2022,348555,539784,25.24,0.84,1.15,105,25.318244,,,,,,41.86,-2.2
C1,SC1,2,574631,10-05-2022,715467,255774,19.18,1.75,1.69,18,19.168492,59,17,,2,684501,32.77,-6.75
C3,SC2,4,481878,03-04-2022,676201,539784,24.3,1.3,1.34,171,24.30972,,,,,,44.45,-2.5
C2,SC3,3,206271,06-04-2022,548020,791247,27.29,0.72,1.5,125,27.502862,,,,,,46.935,-0.6
C1,SC1,3,634816,12-03-2022,169684,220597,50.55,2.13,1.12,26,50.039445,,,,,,81.825,-7.65
C3,SC3,5,156645,15-03-2022,807977,220597,20.51,0.06,1.49,189,20.803293,,,,,,40.765,4.7
C1,SC3,2,526097,08-06-2022,170566,593860,87.89,0.46,1.07,56,88.426129,,,,,,135.835,-0.3
C2,SC1,8,538956,04-07-2022,211141,569028,25.82,0.19,1.59,77,26.18148,,,,,,54.73,7.05
C1,SC1,3,116351,04-08-2022,255137,702163,16.25,0.53,1.22,22,16.362125,,,,,,30.375,0.35
C4,SC3,3,661682,10-03-2022,830659,435856,33.86,1.37,1.51,247,33.907404,,,,,,56.79,-3.85
C1,SC1,2,714726,23-05-2022,889081,194273,27.2,0.58,1.04,25,27.32512,62,13,,1,598071,44.8,-0.9
C1,SC1,6,941583,14-07-2022,240055,709568,18.02,0.43,1.6,12,18.230834,,,,,,39.03,3.85
C2,SC1,2,158582,16-07-2022,612036,800480,43.89,0.53,1.12,81,44.148951,,,,,,69.835,-0.65
C3,SC1,1,378224,24-03-2022,170566,647438,18.86,0.43,1.8,144,19.118382,,,,,,30.29,-1.15
C2,SC1,1,879152,25-05-2022,977621,194273,40.21,0.79,1.24,81,40.390945,,,,,,62.315,-2.95
C5,SC2,1,801503,30-04-2022,190178,495456,56.93,1.13,1.12,290,56.924307,,,,,,87.395,-4.65
C2,SC1,1,869462,17-07-2022,151783,220597,29.87,0.94,1.24,73,29.95961,,,,,,46.805,-3.7
C5,SC2,5,501270,16-04-2022,345625,569028,41.26,0.39,1.2,299,41.594206,,,,,,71.89,3.05
C1,SC1,1,751998,07-03-2022,628017,113357,34.02,0.43,1.17,12,34.271748,,,,,,53.03,-1.15
C1,SC2,2,148320,14-03-2022,494467,569028,52.38,0.15,1.5,36,53.08713,,,,,,82.57,1.25
C2,SC3,2,810470,26-05-2022,348881,435856,26.24,0.57,1.2,117,26.405312,,,,,,43.36,-0.85
C3,,4,929788,30-03-2022,491849,928785,41.1,0.56,1.59,160,41.52333,,,,,,69.65,1.2
C1,SC1,5,533049,16-03-2022,365770,791247,20.74,1.33,1.2,18,20.713038,,,,,,41.11,-1.65
C2,SC1,2,444797,02-07-2022,184254,800480,37.61,2.89,1.13,87,36.948064,,,,,,60.415,-12.45
C1,SC1,2,745860,27-07-2022,889361,554631,49.81,0.47,1.58,10,50.362891,,,,,,78.715,-0.35
C1,,4,734898,20-03-2022,485448,730238,28.7,1.58,1.18,24,28.5852,39,10,,1,1308337,51.05,-3.9
C3,SC1,4,239749,14-07-2022,491196,113357,46.68,0.76,1.07,137,46.824708,,,,,,78.02,0.2
C2,SC2,7,177189,24-08-2022,275877,569028,58.52,0.15,1.71,104,59.432912,,,,,,101.78,6.25
C2,SC1,,822746,22-06-2022,321097,593860,34.84,0.31,1.54,86,35.268532,,,,,,54.26,-0.55
C3,SC2,2,984786,02-05-2022,714865,554631,15.99,0.56,1.39,164,16.122717,,,,,,27.985,-0.8
C3,SC1,5,219305,14-06-2022,327142,928785,26.67,0.91,2.23,150,27.022044,,,,,,50.005,0.45
C4,SC2,3,841407,25-05-2022,372643,709568,26.45,0.41,1.07,235,26.62457,,,,,,45.675,0.95
C1,SC2,3,919739,01-05-2022,952816,435856,28.52,1.97,1.18,36,28.294692,,,,,,48.78,-6.85
C1,SC1,3,917712,31-07-2022,890288,255774,34.05,0.83,1.36,16,34.230465,,,,,,57.075,-1.15
C1,SC1,1,864290,30-04-2022,246675,255774,37.42,0.31,1.67,18,37.928912,,,,,,58.13,-0.55
C4,SC3,9,442528,18-08-2022,963065,800480,56.17,1.86,1.11,249,55.748725,,,,,,102.255,-0.3
C1,SC1,9,380717,20-05-2022,191883,495456,57,1.86,1.81,10,56.9715,,,,,,103.5,-0.3
C1,SC1,2,564236,31-03-2022,405268,113357,21.24,0.15,1.29,19,21.482136,,,,,,35.86,1.25
C2,SC1,2,188475,12-08-2022,124424,791247,47.61,2.08,1.2,73,47.191032,49,29,,2,929483,75.415,-8.4
C1,SC1,4,538645,29-08-2022,147789,255774,62.47,1.76,1.29,24,62.176391,50,16,,3,538604,101.705,-4.8
C2,SC2,4,240457,04-05-2022,405268,539784,38.87,0.16,1.1,104,39.235378,,,,,,66.305,3.2
C3,SC2,5,575625,29-07-2022,620157,373981,48.71,0.67,1.24,166,48.987647,,,,,,83.065,1.65
C1,SC1,2,268046,13-04-2022,877216,495456,61.43,0.37,1.04,18,61.841581,,,,,,96.145,0.15
C4,SC1,1,968298,22-07-2022,184254,113357,31.95,0.6,1.19,215,32.138505,,,,,,49.925,-2
C3,SC1,3,294630,05-06-2022,140064,800480,32.29,0.33,1.05,144,32.522488,,,,,,54.435,1.35
C2,SC1,3,172809,17-07-2022,313069,539784,34.1,0.32,1.75,87,34.58763,,,,,,57.15,1.4
C1,SC1,3,669484,31-03-2022,297743,800480,56.73,0.92,1.1,25,56.832114,,,,,,91.095,-1.6
C5,SC1,6,516350,24-04-2022,184254,569028,16.96,1.62,1.03,281,16.859936,,,,,,37.44,-2.1
C3,SC3,3,305914,27-06-2022,488014,554631,73.57,0.57,1.07,190,73.93785,,,,,,116.355,0.15
C4,SC2,3,629504,19-03-2022,190178,554631,45.12,0.39,1.51,234,45.625344,,,,,,73.68,1.05
C1,SC1,8,174835,17-08-2022,890081,255774,66.56,0.05,1.16,26,67.298816,,,,,,115.84,7.75
C1,SC2,2,730758,26-08-2022,698811,709568,41.5,1.65,1.9,41,41.60375,,,,,,66.25,-6.25
C4,SC3,,558725,19-06-2022,981394,800480,32.45,0.5,1.45,254,32.758275,,,,,,50.675,-1.5
C3,SC3,4,997993,04-08-2022,578081,709568,88.18,1.6,1.15,187,87.78319,56,15,,3,602236,140.27,-4
C5,SC1,5,797917,06-08-2022,351672,672428,19.68,1.71,1.01,270,19.54224,40,5,,1,801505,39.52,-3.55
C2,SC1,9,213241,09-06-2022,675689,113357,60.16,0.2,1.14,86,60.725504,,,,,,108.24,8
C3,SC1,2,160046,16-07-2022,747745,672428,18,0.59,1.54,146,18.171,,,,,,31,-0.95
C2,SC2,6,440811,07-03-2022,639018,435856,18.6,3.15,1.31,104,18.25776,,,,,,39.9,-9.75
C2,SC1,2,107302,22-05-2022,774526,672428,59.12,0.69,1.5,73,59.598872,,,,,,92.68,-1.45
C3,SC1,4,900050,17-03-2022,149613,539784,55.15,1.03,1.02,144,55.144485,,,,,,90.725,-1.15
C3,SC1,4,918216,09-07-2022,259578,647438,37.99,0.06,1.25,137,38.442081,,,,,,64.985,3.7
C2,SC1,2,563475,12-07-2022,937840,255774,21.98,1.38,1.1,89,21.918456,,,,,,36.97,-4.9
C4,SC1,5,309624,23-07-2022,692569,928785,35.15,0.05,1.79,218,35.76161,,,,,,62.725,4.75
C4,SC1,4,507271,11-05-2022,791350,220597,52.96,0.96,1.57,214,53.283056,,,,,,87.44,-0.8
C1,SC1,3,513484,15-03-2022,995237,194273,66.71,0.13,1.46,19,67.597243,,,,,,106.065,2.35
C3,SC2,4,849487,11-04-2022,903192,373981,23.82,0.15,1.07,166,24.039144,,,,,,43.73,3.25
C1,SC2,4,343286,16-07-2022,860259,730238,41.73,0.12,1.02,45,42.10557,,,,,,70.595,3.4
C3,SC3,1,698640,17-06-2022,896429,373981,30.07,2.17,1.24,195,29.790349,,,,,,47.105,-9.85
C1,SC1,2,340744,03-08-2022,570181,113357,50.28,0.58,1.12,12,50.551512,,,,,,79.42,-0.9
C1,SC3,6,610353,11-04-2022,833066,647438,110.95,0.93,1.29,56,111.34942,,,,,,178.425,1.35
C4,SC1,2,854095,12-07-2022,115889,373981,48.94,0.2,1.01,201,49.336414,,,,,,77.41,1
C2,SC2,4,468207,13-05-2022,682043,672428,29.7,0.19,1.41,104,30.06234,50,11,,2,953060,52.55,3.05
C3,SC2,6,272832,24-07-2022,226964,255774,38.57,2.18,1,168,38.114874,,,,,,69.855,-4.9
C1,SC1,3,556204,15-08-2022,397634,194273,25.34,1.21,1.12,19,25.317194,53,13,,2,586057,44.01,-3.05
C1,SC1,1,471237,13-05-2022,346287,730238,48.77,0.13,1.31,19,49.345486,,,,,,75.155,0.35
C1,SC1,1,136316,08-05-2022,949859,539784,30.21,0.78,1.02,18,30.282504,,,,,,47.315,-2.9
C1,SC2,3,763610,18-06-2022,246675,373981,59.74,1.05,1.49,45,60.002856,,,,,,95.61,-2.25
C3,SC1,3,981290,11-05-2022,725314,373981,65.53,0.86,2.31,144,66.480185,,,,,,104.295,-1.3
C2,SC2,5,140828,13-04-2022,850329,709568,78.93,1.19,1.57,105,79.229934,,,,,,128.395,-0.95
C1,SC1,2,507684,24-07-2022,876029,642533,16.96,0.49,1.06,19,17.056672,,,,,,29.44,-0.45
C5,SC1,2,789175,26-04-2022,378460,539784,43.13,0.16,1.2,275,43.578552,,,,,,68.695,1.2
C4,SC2,2,728814,30-06-2022,702819,672428,79.11,2.02,1.44,222,78.651162,,,,,,122.665,-8.1
C3,SC2,2,863235,04-08-2022,424392,373981,18.56,0.2,1.53,171,18.806848,,,,,,31.84,1
C5,SC2,2,956060,27-03-2022,660535,569028,17.84,1.23,1.07,286,17.811456,,,,,,30.76,-4.15
C1,SC3,5,190047,29-05-2022,286644,647438,21.19,,1.24,71,21.329854,,,,,,41.785,2.1
C1,SC2,2,123252,03-03-2022,582485,255774,36.2,0.24,1.47,35,36.64526,,,,,,58.3,0.8
C1,SC1,2,533649,21-04-2022,147789,702163,68.1,0.82,1.01,18,68.22939,50,16,,3,538604,106.15,-2.1
C3,SC1,4,946556,04-03-2022,124424,435856,49.98,1.68,1.43,147,49.85505,49,29,,2,929483,82.97,-4.4
C2,SC1,5,707738,16-05-2022,604698,373981,78.71,1.02,1.54,84,79.119292,,,,,,128.065,-0.1
C3,SC1,3,242152,24-06-2022,300249,539784,66,1.29,1.04,148,65.835,46,7,,2,562224,105,-3.45
C3,SC1,4,949816,30-04-2022,573782,800480,42.81,0.96,1.26,144,42.93843,,,,,,72.215,-0.8
C4,SC1,2,837092,17-04-2022,783650,730238,50.93,0.45,1.29,207,51.357812,,,,,,80.395,-0.25
C1,SC2,3,341836,01-07-2022,261209,800480,53.1,1.15,1.06,38,53.05221,,,,,,85.65,-2.75
C1,SC1,7,531073,17-07-2022,916146,255774,24.47,0.34,1.05,19,24.643737,65,12,,3,973171,50.705,5.3
C1,SC2,2,190304,21-08-2022,124424,113357,37.26,0.1,1.08,46,37.625148,49,29,,2,929483,59.89,1.5
C3,SC3,2,348514,06-05-2022,810810,569028,54.02,1.92,1.08,190,53.566232,28,5,,2,538066,85.03,-7.6
C4,SC1,4,109234,18-04-2022,874278,702163,17.75,1.04,1.01,217,17.744675,,,,,,34.625,-1.2
C2,SC3,3,266974,26-04-2022,573782,194273,23.2,1.83,1.65,127,23.15824,,,,,,40.8,-6.15
C3,SC2,3,481113,10-06-2022,598533,539784,24.5,2.15,1.62,165,24.37015,,,,,,42.75,-7.75
C2,SC1,5,422780,23-05-2022,167159,194273,39.38,1.15,1.63,82,39.569024,,,,,,69.07,-0.75
C1,SC1,2,706243,20-03-2022,995237,113357,61.52,1.32,1.1,19,61.384656,,,,,,96.28,-4.6
C3,SC1,1,688165,11-06-2022,298229,647438,20.23,0.45,1.08,137,20.357449,,,,,,32.345,-1.25
C3,SC3,1,420138,30-06-2022,123632,554631,90.56,1.27,1.35,187,90.632448,,,,,,137.84,-5.35
C2,SC1,3,251177,02-07-2022,189410,255774,20.15,1.73,1.52,82,20.107685,,,,,,36.225,-5.65
C4,SC1,2,707357,03-07-2022,122216,709568,18.03,0.26,2.18,218,18.376176,,,,,,31.045,0.7
C2,SC2,5,382410,29-03-2022,821492,495456,21.76,0.82,1.23,105,21.849216,,,,,,42.64,0.9
C2,SC2,3,523851,03-08-2022,958445,702163,20.41,0.47,1.04,104,20.526337,,,,,,36.615,0.65
C4,SC1,2,483790,04-07-2022,129162,593860,70.88,0.37,1.99,215,72.028256,,,,,,110.32,0.15
C3,SC1,8,209130,03-04-2022,422037,554631,44.51,1.87,1.36,144,44.282999,,,,,,82.765,-1.35
C2,SC3,2,670904,11-04-2022,405816,702163,18.22,0.13,1.16,125,18.407666,,,,,,31.33,1.35
C1,SC2,4,964881,13-03-2022,676201,569028,19.17,0.42,1.7,38,19.415376,,,,,,36.755,1.9
C1,SC3,1,786969,04-03-2022,545189,672428,25.65,0.86,2,55,25.94241,,,,,,40.475,-3.3
C2,SC1,4,811766,10-05-2022,386247,435856,20.84,0.03,1.14,86,,,,,,,39.26,3.85
C1,SC1,1,704979,05-05-2022,526252,435856,35.62,1.02,1.21,18,35.687678,,,,,,55.43,-4.1
C4,SC2,2,743846,11-03-2022,929043,642533,26.45,0.01,1.29,227,26.78856,,,,,,43.675,1.95
C3,SC2,4,174057,22-04-2022,534051,800480,32.93,0.76,1.08,170,33.035376,,,,,,57.395,0.2
C1,SC2,5,494399,19-05-2022,379965,554631,23.07,1.12,1.78,43,23.222262,,,,,,44.605,-0.6
C4,SC3,2,768375,27-04-2022,773227,730238,41.03,1.25,1.22,260,41.017691,,,,,,65.545,-4.25
C2,SC3,2,253997,05-06-2022,716219,702163,41.81,1.22,1.14,120,41.776552,,,,,,66.715,-4.1
C1,SC2,3,168220,26-04-2022,847080,672428,23.31,0.27,1.1,35,23.503473,,,,,,40.965,1.65
C2,SC2,2,965474,29-03-2022,299656,642533,30.78,0.6,1.07,105,30.924666,,,,,,50.17,-1
C1,SC1,7,240903,26-04-2022,362378,702163,65.62,0.84,1.24,15,65.88248,,,,,,112.43,2.8
C1,SC1,1,384675,10-03-2022,889361,113357,32.44,0.85,1.5,12,32.65086,,,,,,50.66,-3.25
C2,SC2,1,180103,30-03-2022,588227,647438,44.1,0.3,1.26,95,44.52336,,,,,,68.15,-0.5
C5,SC1,4,605082,12-06-2022,809944,113357,63.78,1.06,1.03,277,63.760866,57,13,,1,532166,103.67,-1.3
C4,SC1,1,411426,10-08-2022,726086,554631,73.01,0.01,1.64,203,74.200063,66,27,,2,857983,111.515,0.95
C4,SC1,1,139400,09-04-2022,216684,220597,34.58,1.37,1.41,209,34.593832,,,,,,53.87,-5.85
C2,SC1,6,341753,14-08-2022,255137,928785,70.8,0.54,1.7,73,71.62128,,,,,,118.2,3.3
C3,SC2,3,564184,11-06-2022,808017,569028,28.89,0.77,1.64,165,29.141343,,,,,,49.335,-0.85
C3,SC2,6,711628,11-08-2022,775516,647438,15.13,0.49,1.13,170,15.226832,,,,,,34.695,3.55
C3,SC1,1,980328,28-08-2022,821492,593860,39.5,0.73,1.59,139,39.8397,,,,,,61.25,-2.65
